date,hour_of_day,osmid,subarea,help_convined,help_independent,rank,building_type_name
2024-03-28,1,N4456565174,Ibaiondo,19,70,10,railway_subway_entrance
2024-03-28,1,W28757167,Abando,19,64,9,amenity_place_of_worship
2024-03-28,1,W622325547,Otxarkoaga-Txurdinaga,19,21,5,amenity_police
2024-03-28,1,W453719236,Ibaiondo,19,19,11,building_train_station
2024-03-28,1,N1892943135,Begona,17,21,6,amenity_place_of_worship
2024-03-28,1,W40401013,Begona,16,30,7,amenity_place_of_worship
2024-03-28,1,W297437909,Basurtu-Zorrotza,16,25,9,tourism_hostel
2024-03-28,1,W388280876,Errekalde,16,23,6,amenity_school
2024-03-28,1,W163196945,Basurtu-Zorrotza,16,21,10,amenity_place_of_worship
2024-03-28,1,W251096855,Basurtu-Zorrotza,16,17,11,amenity_school
2024-03-28,1,N10313700309,Deusto,16,16,8,amenity_theatre
2024-03-28,1,W298580885,Otxarkoaga-Txurdinaga,16,16,6,amenity_school
2024-03-28,1,N5702888919,Errekalde,15,37,7,amenity_community_centre
2024-03-28,1,N11882322969,Abando,15,27,10,amenity_theatre
2024-03-28,1,N10313715009,Basurtu-Zorrotza,15,17,12,amenity_library
2024-03-28,1,W165645783,Ibaiondo,14,34,12,amenity_school
2024-03-28,1,W185284035,Ibaiondo,14,15,13,amenity_school
2024-03-28,1,N4060532223,Uribarri,13,116,10,railway_subway_entrance
2024-03-28,1,W132575975,Abando,13,36,11,amenity_place_of_worship
2024-03-28,1,N12035542894,Deusto,13,24,9,amenity_community_centre
2024-03-28,1,W171882527,Abando,13,13,12,shop_mall
2024-03-28,1,W421480310,Uribarri,13,13,11,amenity_school
2024-03-28,1,N4060532215,Otxarkoaga-Txurdinaga,12,28,7,railway_subway_entrance
2024-03-28,1,W70038638,Deusto,12,13,10,amenity_place_of_worship
2024-03-28,1,N1848293667,Basurtu-Zorrotza,11,16,13,building_public
2024-03-28,1,W165645785,Ibaiondo,11,15,14,amenity_police
2024-03-28,1,W174482524,Abando,11,15,13,amenity_school
2024-03-28,1,W185282106,Uribarri,10,26,12,amenity_school
2024-03-28,1,N4757644627,Ibaiondo,10,19,15,amenity_school
2024-03-28,1,W151417160,Errekalde,10,10,8,amenity_school
2024-03-28,1,N10539847381,Otxarkoaga-Txurdinaga,9,37,8,amenity_community_centre
2024-03-28,1,N11907017769,Errekalde,9,29,9,tourism_hostel
2024-03-28,1,N10315485009,Deusto,9,24,11,amenity_theatre
2024-03-28,1,N603714638,Ibaiondo,9,19,16,amenity_place_of_worship
2024-03-28,1,N4060532218,Otxarkoaga-Txurdinaga,8,49,9,railway_subway_entrance
2024-03-28,1,W419249921,Begona,8,36,8,amenity_school
2024-03-28,1,W412907935,Otxarkoaga-Txurdinaga,8,8,10,amenity_school
2024-03-28,1,W476184022,Uribarri,7,74,13,amenity_school
2024-03-28,1,W183189348,Uribarri,7,24,14,amenity_school
2024-03-28,1,W331883965,Errekalde,7,22,10,amenity_school
2024-03-28,1,W41880844,Deusto,7,16,12,amenity_place_of_worship
2024-03-28,1,W108504682,Abando,6,121,14,building_public
2024-03-28,1,W201679887,Ibaiondo,6,32,17,amenity_school
2024-03-28,1,N10265549875,Otxarkoaga-Txurdinaga,6,24,11,amenity_place_of_worship
2024-03-28,1,N571807591,Abando,6,22,15,railway_subway_entrance
2024-03-28,1,W53661749,Ibaiondo,6,18,18,amenity_place_of_worship
2024-03-28,1,W185282109,Otxarkoaga-Txurdinaga,6,10,12,amenity_school
2024-03-28,1,W301694691,Basurtu-Zorrotza,5,239,14,amenity_community_centre
2024-03-28,1,N10307691910,Ibaiondo,5,54,19,amenity_library
2024-03-28,1,N6983084986,Basurtu-Zorrotza,5,50,15,amenity_community_centre
2024-03-28,1,N4262153026,Deusto,5,33,13,shop_mall
2024-03-28,1,W248634544,Uribarri,5,22,15,building_public
2024-03-28,1,W302863499,Errekalde,5,6,11,amenity_school
2024-03-28,1,W41584747,Abando,4,52,16,building_train_station
2024-03-28,1,W248854824,Uribarri,4,43,16,amenity_school
2024-03-28,1,W620854409,Otxarkoaga-Txurdinaga,4,41,13,amenity_police
2024-03-28,1,N571803299,Deusto,4,25,14,railway_subway_entrance
2024-03-28,1,W264910278,Abando,4,25,17,amenity_place_of_worship
2024-03-28,1,W402170994,Basurtu-Zorrotza,4,21,16,building_train_station
2024-03-28,1,W289130979,Deusto,4,18,15,amenity_school
2024-03-28,1,W185282998,Ibaiondo,4,12,20,amenity_school
2024-03-28,1,N4541079485,Errekalde,4,11,12,railway_subway_entrance
2024-03-28,1,N1048012605,Ibaiondo,4,10,21,amenity_place_of_worship
2024-03-28,1,W41525574,Ibaiondo,3,115,22,amenity_place_of_worship
2024-03-28,1,N4761972760,Abando,3,52,18,amenity_library
2024-03-28,1,W298482555,Otxarkoaga-Txurdinaga,3,46,14,amenity_place_of_worship
2024-03-28,1,W302866212,Otxarkoaga-Txurdinaga,3,40,15,amenity_school
2024-03-28,1,W40111977,Begona,3,33,9,amenity_place_of_worship
2024-03-28,1,N8894270302,Errekalde,3,18,13,amenity_place_of_worship
2024-03-28,1,W40467470,Otxarkoaga-Txurdinaga,3,11,16,amenity_school
2024-03-28,1,W185282143,Deusto,3,5,16,amenity_school
2024-03-28,1,N10585141905,Deusto,3,3,17,amenity_place_of_worship
2024-03-28,1,W185207502,Uribarri,3,3,17,amenity_police
2024-03-28,1,W366043792,Uribarri,3,3,18,amenity_school
2024-03-28,1,N4060532226,Uribarri,2,154,19,railway_subway_entrance
2024-03-28,1,W921796689,Uribarri,2,52,20,amenity_place_of_worship
2024-03-28,1,N600664788,Deusto,2,42,18,amenity_library
2024-03-28,1,W28211432,Abando,2,39,19,tourism_museum
2024-03-28,1,N3248077509,Abando,2,34,20,amenity_school
2024-03-28,1,N2809991335,Abando,2,30,21,amenity_place_of_worship
2024-03-28,1,W185205678,Deusto,2,29,19,amenity_place_of_worship
2024-03-28,1,W53764581,Ibaiondo,2,29,23,amenity_school
2024-03-28,1,W389713153,Errekalde,2,28,14,amenity_school
2024-03-28,1,W178937537,Begona,2,24,10,amenity_school
2024-03-28,1,N707156296,Deusto,2,23,20,amenity_place_of_worship
2024-03-28,1,W176664325,Deusto,2,22,21,amenity_place_of_worship
2024-03-28,1,W248855598,Uribarri,2,21,21,amenity_school
2024-03-28,1,N6462703895,Ibaiondo,2,19,24,amenity_police
2024-03-28,1,N10571583809,Errekalde,2,14,15,amenity_library
2024-03-28,1,W254514789,Deusto,2,13,22,amenity_community_centre
2024-03-28,1,W185206614,Deusto,2,12,23,amenity_school
2024-03-28,1,W185205676,Deusto,2,10,24,amenity_police
2024-03-28,1,W289798436,Ibaiondo,2,10,25,amenity_school
2024-03-28,1,W173091204,Ibaiondo,2,7,26,tourism_hostel
2024-03-28,1,W162445376,Uribarri,2,5,22,building_public
2024-03-28,1,W627458976,Begona,2,5,11,building_train_station
2024-03-28,1,W162445381,Uribarri,2,2,23,building_public
2024-03-28,1,W368598943,Basurtu-Zorrotza,2,2,17,amenity_police
2024-03-28,1,W41642582,Ibaiondo,2,2,27,amenity_place_of_worship
2024-03-28,1,N4060532213,Uribarri,1,120,24,railway_subway_entrance
2024-03-28,1,N4060532214,Uribarri,1,119,25,railway_subway_entrance
2024-03-28,1,N6178510177,Uribarri,1,106,26,amenity_place_of_worship
2024-03-28,1,W1339744898,Abando,1,88,22,building_public
2024-03-28,1,W107531575,Abando,1,77,23,amenity_courthouse
2024-03-28,1,W174088383,Abando,1,57,24,amenity_school
2024-03-28,1,W115272112,Otxarkoaga-Txurdinaga,1,24,17,amenity_place_of_worship
2024-03-28,1,N4944875063,Basurtu-Zorrotza,1,20,18,railway_subway_entrance
2024-03-28,1,N6777788085,Deusto,1,20,25,amenity_community_centre
2024-03-28,1,N3922519111,Errekalde,1,15,16,tourism_museum
2024-03-28,1,W133202039,Deusto,1,14,26,amenity_school
2024-03-28,1,W28463782,Begona,1,14,12,amenity_place_of_worship
2024-03-28,1,W174088302,Abando,1,9,25,building_public
2024-03-28,1,W386847400,Otxarkoaga-Txurdinaga,1,7,18,amenity_community_centre
2024-03-28,1,W185205751,Deusto,1,4,27,amenity_school
2024-03-28,1,N5308301923,Basurtu-Zorrotza,1,2,19,tourism_museum
2024-03-28,1,W404633890,Basurtu-Zorrotza,1,1,20,amenity_police
2024-03-28,2,W301694701,Basurtu-Zorrotza,246,246,1,amenity_place_of_worship
2024-03-28,2,W108497734,Ibaiondo,160,160,1,building_public
2024-03-28,2,N4952944853,Uribarri,155,155,1,railway_subway_entrance
2024-03-28,2,N3207631929,Abando,135,135,1,amenity_arts_centre
2024-03-28,2,N4060532222,Uribarri,129,137,2,railway_subway_entrance
2024-03-28,2,W300969657,Basurtu-Zorrotza,96,96,2,amenity_place_of_worship
2024-03-28,2,W305271005,Uribarri,88,88,3,amenity_community_centre
2024-03-28,2,N4739465025,Ibaiondo,85,85,2,amenity_arts_centre
2024-03-28,2,N9423152961,Abando,76,96,2,tourism_hostel
2024-03-28,2,N5056378492,Abando,58,58,3,tourism_hostel
2024-03-28,2,W891085786,Errekalde,57,57,1,amenity_place_of_worship
2024-03-28,2,N620032721,Uribarri,56,69,4,amenity_place_of_worship
2024-03-28,2,W201671663,Otxarkoaga-Txurdinaga,56,56,1,amenity_school
2024-03-28,2,N4105324002,Abando,55,55,4,amenity_police
2024-03-28,2,W518582008,Abando,54,66,5,amenity_place_of_worship
2024-03-28,2,W40321136,Ibaiondo,53,53,3,amenity_school
2024-03-28,2,N506170042,Begona,51,51,1,railway_subway_entrance
2024-03-28,2,W297437908,Basurtu-Zorrotza,49,49,3,amenity_place_of_worship
2024-03-28,2,W302874410,Uribarri,49,49,5,amenity_place_of_worship
2024-03-28,2,N4060532221,Uribarri,47,108,6,railway_subway_entrance
2024-03-28,2,N1851625175,Abando,46,47,6,railway_subway_entrance
2024-03-28,2,N6612828074,Ibaiondo,46,46,4,amenity_place_of_worship
2024-03-28,2,N11641427626,Deusto,45,45,1,tourism_museum
2024-03-28,2,W521860095,Basurtu-Zorrotza,44,44,4,amenity_place_of_worship
2024-03-28,2,W146669294,Errekalde,42,42,2,amenity_place_of_worship
2024-03-28,2,N4060532216,Otxarkoaga-Txurdinaga,39,39,2,railway_subway_entrance
2024-03-28,2,W112164512,Deusto,38,38,2,amenity_place_of_worship
2024-03-28,2,N4060532217,Otxarkoaga-Txurdinaga,37,40,3,railway_subway_entrance
2024-03-28,2,W302871940,Begona,36,48,2,amenity_school
2024-03-28,2,W248684621,Deusto,36,36,3,amenity_school
2024-03-28,2,W138646173,Basurtu-Zorrotza,35,47,5,amenity_school
2024-03-28,2,W53668485,Ibaiondo,33,33,5,amenity_school
2024-03-28,2,W40287021,Ibaiondo,31,49,6,amenity_school
2024-03-28,2,W138709160,Errekalde,31,31,3,amenity_school
2024-03-28,2,W40111841,Begona,30,32,3,amenity_place_of_worship
2024-03-28,2,W41577091,Ibaiondo,29,55,7,amenity_place_of_worship
2024-03-28,2,W40347954,Begona,28,33,4,amenity_school
2024-03-28,2,N610953374,Uribarri,27,79,7,amenity_place_of_worship
2024-03-28,2,W248831480,Abando,27,31,7,amenity_school
2024-03-28,2,W201506082,Otxarkoaga-Txurdinaga,27,28,4,amenity_school
2024-03-28,2,R6809489,Begona,25,35,5,tourism_hostel
2024-03-28,2,N3696895644,Deusto,25,25,4,amenity_theatre
2024-03-28,2,N11229801356,Ibaiondo,23,36,8,amenity_library
2024-03-28,2,N5299547436,Deusto,23,25,5,railway_subway_entrance
2024-03-28,2,N4944875070,Basurtu-Zorrotza,23,23,6,railway_subway_entrance
2024-03-28,2,W185282136,Deusto,23,23,6,amenity_school
2024-03-28,2,W52528082,Basurtu-Zorrotza,22,43,7,tourism_hostel
2024-03-28,2,W111740255,Errekalde,22,30,4,building_train_station
2024-03-28,2,W165888796,Ibaiondo,21,41,9,amenity_place_of_worship
2024-03-28,2,W163196919,Basurtu-Zorrotza,21,21,8,building_train_station
2024-03-28,2,W165462102,Errekalde,21,21,5,amenity_school
2024-03-28,2,W248854014,Abando,21,21,8,amenity_school
2024-03-28,2,N4060532227,Uribarri,20,126,8,railway_subway_entrance
2024-03-28,2,N5552087740,Uribarri,20,24,9,tourism_hostel
2024-03-28,2,N571803300,Deusto,20,23,7,railway_subway_entrance
2024-03-28,2,N4456565174,Ibaiondo,19,70,10,railway_subway_entrance
2024-03-28,2,W28757167,Abando,19,64,9,amenity_place_of_worship
2024-03-28,2,W622325547,Otxarkoaga-Txurdinaga,19,21,5,amenity_police
2024-03-28,2,W453719236,Ibaiondo,19,19,11,building_train_station
2024-03-28,2,N1892943135,Begona,17,21,6,amenity_place_of_worship
2024-03-28,2,W40401013,Begona,16,30,7,amenity_place_of_worship
2024-03-28,2,W297437909,Basurtu-Zorrotza,16,25,9,tourism_hostel
2024-03-28,2,W388280876,Errekalde,16,23,6,amenity_school
2024-03-28,2,W163196945,Basurtu-Zorrotza,16,21,10,amenity_place_of_worship
2024-03-28,2,W251096855,Basurtu-Zorrotza,16,17,11,amenity_school
2024-03-28,2,N10313700309,Deusto,16,16,8,amenity_theatre
2024-03-28,2,W298580885,Otxarkoaga-Txurdinaga,16,16,6,amenity_school
2024-03-28,2,N5702888919,Errekalde,15,37,7,amenity_community_centre
2024-03-28,2,N11882322969,Abando,15,27,10,amenity_theatre
2024-03-28,2,N10313715009,Basurtu-Zorrotza,15,17,12,amenity_library
2024-03-28,2,W165645783,Ibaiondo,14,34,12,amenity_school
2024-03-28,2,W185284035,Ibaiondo,14,15,13,amenity_school
2024-03-28,2,N4060532223,Uribarri,13,116,10,railway_subway_entrance
2024-03-28,2,W132575975,Abando,13,36,11,amenity_place_of_worship
2024-03-28,2,N12035542894,Deusto,13,24,9,amenity_community_centre
2024-03-28,2,W171882527,Abando,13,13,12,shop_mall
2024-03-28,2,W421480310,Uribarri,13,13,11,amenity_school
2024-03-28,2,N4060532215,Otxarkoaga-Txurdinaga,12,28,7,railway_subway_entrance
2024-03-28,2,W70038638,Deusto,12,13,10,amenity_place_of_worship
2024-03-28,2,N1848293667,Basurtu-Zorrotza,11,16,13,building_public
2024-03-28,2,W165645785,Ibaiondo,11,15,14,amenity_police
2024-03-28,2,W174482524,Abando,11,15,13,amenity_school
2024-03-28,2,W185282106,Uribarri,10,26,12,amenity_school
2024-03-28,2,N4757644627,Ibaiondo,10,19,15,amenity_school
2024-03-28,2,W151417160,Errekalde,10,10,8,amenity_school
2024-03-28,2,N10539847381,Otxarkoaga-Txurdinaga,9,37,8,amenity_community_centre
2024-03-28,2,N11907017769,Errekalde,9,29,9,tourism_hostel
2024-03-28,2,N10315485009,Deusto,9,24,11,amenity_theatre
2024-03-28,2,N603714638,Ibaiondo,9,19,16,amenity_place_of_worship
2024-03-28,2,N4060532218,Otxarkoaga-Txurdinaga,8,49,9,railway_subway_entrance
2024-03-28,2,W419249921,Begona,8,36,8,amenity_school
2024-03-28,2,W412907935,Otxarkoaga-Txurdinaga,8,8,10,amenity_school
2024-03-28,2,W476184022,Uribarri,7,74,13,amenity_school
2024-03-28,2,W183189348,Uribarri,7,24,14,amenity_school
2024-03-28,2,W331883965,Errekalde,7,22,10,amenity_school
2024-03-28,2,W41880844,Deusto,7,16,12,amenity_place_of_worship
2024-03-28,2,W108504682,Abando,6,121,14,building_public
2024-03-28,2,W201679887,Ibaiondo,6,32,17,amenity_school
2024-03-28,2,N10265549875,Otxarkoaga-Txurdinaga,6,24,11,amenity_place_of_worship
2024-03-28,2,N571807591,Abando,6,22,15,railway_subway_entrance
2024-03-28,2,W53661749,Ibaiondo,6,18,18,amenity_place_of_worship
2024-03-28,2,W185282109,Otxarkoaga-Txurdinaga,6,10,12,amenity_school
2024-03-28,2,W301694691,Basurtu-Zorrotza,5,239,14,amenity_community_centre
2024-03-28,2,N10307691910,Ibaiondo,5,54,19,amenity_library
2024-03-28,2,N6983084986,Basurtu-Zorrotza,5,50,15,amenity_community_centre
2024-03-28,2,N4262153026,Deusto,5,33,13,shop_mall
2024-03-28,2,W248634544,Uribarri,5,22,15,building_public
2024-03-28,2,W302863499,Errekalde,5,6,11,amenity_school
2024-03-28,2,W41584747,Abando,4,52,16,building_train_station
2024-03-28,2,W248854824,Uribarri,4,43,16,amenity_school
2024-03-28,2,W620854409,Otxarkoaga-Txurdinaga,4,41,13,amenity_police
2024-03-28,2,N571803299,Deusto,4,25,14,railway_subway_entrance
2024-03-28,2,W264910278,Abando,4,25,17,amenity_place_of_worship
2024-03-28,2,W402170994,Basurtu-Zorrotza,4,21,16,building_train_station
2024-03-28,2,W289130979,Deusto,4,18,15,amenity_school
2024-03-28,2,W185282998,Ibaiondo,4,12,20,amenity_school
2024-03-28,2,N4541079485,Errekalde,4,11,12,railway_subway_entrance
2024-03-28,2,N1048012605,Ibaiondo,4,10,21,amenity_place_of_worship
2024-03-28,2,W41525574,Ibaiondo,3,115,22,amenity_place_of_worship
2024-03-28,2,N4761972760,Abando,3,52,18,amenity_library
2024-03-28,2,W298482555,Otxarkoaga-Txurdinaga,3,46,14,amenity_place_of_worship
2024-03-28,2,W302866212,Otxarkoaga-Txurdinaga,3,40,15,amenity_school
2024-03-28,2,W40111977,Begona,3,33,9,amenity_place_of_worship
2024-03-28,2,N8894270302,Errekalde,3,18,13,amenity_place_of_worship
2024-03-28,2,W40467470,Otxarkoaga-Txurdinaga,3,11,16,amenity_school
2024-03-28,2,W185282143,Deusto,3,5,16,amenity_school
2024-03-28,2,N10585141905,Deusto,3,3,17,amenity_place_of_worship
2024-03-28,2,W185207502,Uribarri,3,3,17,amenity_police
2024-03-28,2,W366043792,Uribarri,3,3,18,amenity_school
2024-03-28,2,N4060532226,Uribarri,2,154,19,railway_subway_entrance
2024-03-28,2,W921796689,Uribarri,2,52,20,amenity_place_of_worship
2024-03-28,2,N600664788,Deusto,2,42,18,amenity_library
2024-03-28,2,W28211432,Abando,2,39,19,tourism_museum
2024-03-28,2,N3248077509,Abando,2,34,20,amenity_school
2024-03-28,2,N2809991335,Abando,2,30,21,amenity_place_of_worship
2024-03-28,2,W185205678,Deusto,2,29,19,amenity_place_of_worship
2024-03-28,2,W53764581,Ibaiondo,2,29,23,amenity_school
2024-03-28,2,W389713153,Errekalde,2,28,14,amenity_school
2024-03-28,2,W178937537,Begona,2,24,10,amenity_school
2024-03-28,2,N707156296,Deusto,2,23,20,amenity_place_of_worship
2024-03-28,2,W176664325,Deusto,2,22,21,amenity_place_of_worship
2024-03-28,2,W248855598,Uribarri,2,21,21,amenity_school
2024-03-28,2,N6462703895,Ibaiondo,2,19,24,amenity_police
2024-03-28,2,N10571583809,Errekalde,2,14,15,amenity_library
2024-03-28,2,W254514789,Deusto,2,13,22,amenity_community_centre
2024-03-28,2,W185206614,Deusto,2,12,23,amenity_school
2024-03-28,2,W185205676,Deusto,2,10,24,amenity_police
2024-03-28,2,W289798436,Ibaiondo,2,10,25,amenity_school
2024-03-28,2,W173091204,Ibaiondo,2,7,26,tourism_hostel
2024-03-28,2,W162445376,Uribarri,2,5,22,building_public
2024-03-28,2,W627458976,Begona,2,5,11,building_train_station
2024-03-28,2,W162445381,Uribarri,2,2,23,building_public
2024-03-28,2,W368598943,Basurtu-Zorrotza,2,2,17,amenity_police
2024-03-28,2,W41642582,Ibaiondo,2,2,27,amenity_place_of_worship
2024-03-28,2,N4060532213,Uribarri,1,120,24,railway_subway_entrance
2024-03-28,2,N4060532214,Uribarri,1,119,25,railway_subway_entrance
2024-03-28,2,N6178510177,Uribarri,1,106,26,amenity_place_of_worship
2024-03-28,2,W1339744898,Abando,1,88,22,building_public
2024-03-28,2,W107531575,Abando,1,77,23,amenity_courthouse
2024-03-28,2,W174088383,Abando,1,57,24,amenity_school
2024-03-28,2,W115272112,Otxarkoaga-Txurdinaga,1,24,17,amenity_place_of_worship
2024-03-28,2,N4944875063,Basurtu-Zorrotza,1,20,18,railway_subway_entrance
2024-03-28,2,N6777788085,Deusto,1,20,25,amenity_community_centre
2024-03-28,2,N3922519111,Errekalde,1,15,16,tourism_museum
2024-03-28,2,W133202039,Deusto,1,14,26,amenity_school
2024-03-28,2,W28463782,Begona,1,14,12,amenity_place_of_worship
2024-03-28,2,W174088302,Abando,1,9,25,building_public
2024-03-28,2,W386847400,Otxarkoaga-Txurdinaga,1,7,18,amenity_community_centre
2024-03-28,2,W185205751,Deusto,1,4,27,amenity_school
2024-03-28,2,N5308301923,Basurtu-Zorrotza,1,2,19,tourism_museum
2024-03-28,2,W404633890,Basurtu-Zorrotza,1,1,20,amenity_police
2024-03-28,3,W301694701,Basurtu-Zorrotza,246,246,1,amenity_place_of_worship
2024-03-28,3,W108497734,Ibaiondo,160,160,1,building_public
2024-03-28,3,N4952944853,Uribarri,155,155,1,railway_subway_entrance
2024-03-28,3,N3207631929,Abando,135,135,1,amenity_arts_centre
2024-03-28,3,N4060532222,Uribarri,129,137,2,railway_subway_entrance
2024-03-28,3,W300969657,Basurtu-Zorrotza,96,96,2,amenity_place_of_worship
2024-03-28,3,W305271005,Uribarri,88,88,3,amenity_community_centre
2024-03-28,3,N4739465025,Ibaiondo,85,85,2,amenity_arts_centre
2024-03-28,3,N9423152961,Abando,76,96,2,tourism_hostel
2024-03-28,3,N5056378492,Abando,58,58,3,tourism_hostel
2024-03-28,3,W891085786,Errekalde,57,57,1,amenity_place_of_worship
2024-03-28,3,N620032721,Uribarri,56,69,4,amenity_place_of_worship
2024-03-28,3,W201671663,Otxarkoaga-Txurdinaga,56,56,1,amenity_school
2024-03-28,3,N4105324002,Abando,55,55,4,amenity_police
2024-03-28,3,W518582008,Abando,54,66,5,amenity_place_of_worship
2024-03-28,3,W40321136,Ibaiondo,53,53,3,amenity_school
2024-03-28,3,N506170042,Begona,51,51,1,railway_subway_entrance
2024-03-28,3,W297437908,Basurtu-Zorrotza,49,49,3,amenity_place_of_worship
2024-03-28,3,W302874410,Uribarri,49,49,5,amenity_place_of_worship
2024-03-28,3,N4060532221,Uribarri,47,108,6,railway_subway_entrance
2024-03-28,3,N1851625175,Abando,46,47,6,railway_subway_entrance
2024-03-28,3,N6612828074,Ibaiondo,46,46,4,amenity_place_of_worship
2024-03-28,3,N11641427626,Deusto,45,45,1,tourism_museum
2024-03-28,3,W521860095,Basurtu-Zorrotza,44,44,4,amenity_place_of_worship
2024-03-28,3,W146669294,Errekalde,42,42,2,amenity_place_of_worship
2024-03-28,3,N4060532216,Otxarkoaga-Txurdinaga,39,39,2,railway_subway_entrance
2024-03-28,3,W112164512,Deusto,38,38,2,amenity_place_of_worship
2024-03-28,3,N4060532217,Otxarkoaga-Txurdinaga,37,40,3,railway_subway_entrance
2024-03-28,3,W302871940,Begona,36,48,2,amenity_school
2024-03-28,3,W248684621,Deusto,36,36,3,amenity_school
2024-03-28,3,W138646173,Basurtu-Zorrotza,35,47,5,amenity_school
2024-03-28,3,W53668485,Ibaiondo,33,33,5,amenity_school
2024-03-28,3,W40287021,Ibaiondo,31,49,6,amenity_school
2024-03-28,3,W138709160,Errekalde,31,31,3,amenity_school
2024-03-28,3,W40111841,Begona,30,32,3,amenity_place_of_worship
2024-03-28,3,W41577091,Ibaiondo,29,55,7,amenity_place_of_worship
2024-03-28,3,W40347954,Begona,28,33,4,amenity_school
2024-03-28,3,N610953374,Uribarri,27,79,7,amenity_place_of_worship
2024-03-28,3,W248831480,Abando,27,31,7,amenity_school
2024-03-28,3,W201506082,Otxarkoaga-Txurdinaga,27,28,4,amenity_school
2024-03-28,3,R6809489,Begona,25,35,5,tourism_hostel
2024-03-28,3,N3696895644,Deusto,25,25,4,amenity_theatre
2024-03-28,3,N11229801356,Ibaiondo,23,36,8,amenity_library
2024-03-28,3,N5299547436,Deusto,23,25,5,railway_subway_entrance
2024-03-28,3,N4944875070,Basurtu-Zorrotza,23,23,6,railway_subway_entrance
2024-03-28,3,W185282136,Deusto,23,23,6,amenity_school
2024-03-28,3,W52528082,Basurtu-Zorrotza,22,43,7,tourism_hostel
2024-03-28,3,W111740255,Errekalde,22,30,4,building_train_station
2024-03-28,3,W165888796,Ibaiondo,21,41,9,amenity_place_of_worship
2024-03-28,3,W163196919,Basurtu-Zorrotza,21,21,8,building_train_station
2024-03-28,3,W165462102,Errekalde,21,21,5,amenity_school
2024-03-28,3,W248854014,Abando,21,21,8,amenity_school
2024-03-28,3,N4060532227,Uribarri,20,126,8,railway_subway_entrance
2024-03-28,3,N5552087740,Uribarri,20,24,9,tourism_hostel
2024-03-28,3,N571803300,Deusto,20,23,7,railway_subway_entrance
2024-03-28,3,N4456565174,Ibaiondo,19,70,10,railway_subway_entrance
2024-03-28,3,W28757167,Abando,19,64,9,amenity_place_of_worship
2024-03-28,3,W622325547,Otxarkoaga-Txurdinaga,19,21,5,amenity_police
2024-03-28,3,W453719236,Ibaiondo,19,19,11,building_train_station
2024-03-28,3,N1892943135,Begona,17,21,6,amenity_place_of_worship
2024-03-28,3,W40401013,Begona,16,30,7,amenity_place_of_worship
2024-03-28,3,W297437909,Basurtu-Zorrotza,16,25,9,tourism_hostel
2024-03-28,3,W388280876,Errekalde,16,23,6,amenity_school
2024-03-28,3,W163196945,Basurtu-Zorrotza,16,21,10,amenity_place_of_worship
2024-03-28,3,W251096855,Basurtu-Zorrotza,16,17,11,amenity_school
2024-03-28,3,N10313700309,Deusto,16,16,8,amenity_theatre
2024-03-28,3,W298580885,Otxarkoaga-Txurdinaga,16,16,6,amenity_school
2024-03-28,3,N5702888919,Errekalde,15,37,7,amenity_community_centre
2024-03-28,3,N11882322969,Abando,15,27,10,amenity_theatre
2024-03-28,3,N10313715009,Basurtu-Zorrotza,15,17,12,amenity_library
2024-03-28,3,W165645783,Ibaiondo,14,34,12,amenity_school
2024-03-28,3,W185284035,Ibaiondo,14,15,13,amenity_school
2024-03-28,3,N4060532223,Uribarri,13,116,10,railway_subway_entrance
2024-03-28,3,W132575975,Abando,13,36,11,amenity_place_of_worship
2024-03-28,3,N12035542894,Deusto,13,24,9,amenity_community_centre
2024-03-28,3,W171882527,Abando,13,13,12,shop_mall
2024-03-28,3,W421480310,Uribarri,13,13,11,amenity_school
2024-03-28,3,N4060532215,Otxarkoaga-Txurdinaga,12,28,7,railway_subway_entrance
2024-03-28,3,W70038638,Deusto,12,13,10,amenity_place_of_worship
2024-03-28,3,N1848293667,Basurtu-Zorrotza,11,16,13,building_public
2024-03-28,3,W165645785,Ibaiondo,11,15,14,amenity_police
2024-03-28,3,W174482524,Abando,11,15,13,amenity_school
2024-03-28,3,W185282106,Uribarri,10,26,12,amenity_school
2024-03-28,3,N4757644627,Ibaiondo,10,19,15,amenity_school
2024-03-28,3,W151417160,Errekalde,10,10,8,amenity_school
2024-03-28,3,N10539847381,Otxarkoaga-Txurdinaga,9,37,8,amenity_community_centre
2024-03-28,3,N11907017769,Errekalde,9,29,9,tourism_hostel
2024-03-28,3,N10315485009,Deusto,9,24,11,amenity_theatre
2024-03-28,3,N603714638,Ibaiondo,9,19,16,amenity_place_of_worship
2024-03-28,3,N4060532218,Otxarkoaga-Txurdinaga,8,49,9,railway_subway_entrance
2024-03-28,3,W419249921,Begona,8,36,8,amenity_school
2024-03-28,3,W412907935,Otxarkoaga-Txurdinaga,8,8,10,amenity_school
2024-03-28,3,W476184022,Uribarri,7,74,13,amenity_school
2024-03-28,3,W183189348,Uribarri,7,24,14,amenity_school
2024-03-28,3,W331883965,Errekalde,7,22,10,amenity_school
2024-03-28,3,W41880844,Deusto,7,16,12,amenity_place_of_worship
2024-03-28,3,W108504682,Abando,6,121,14,building_public
2024-03-28,3,W201679887,Ibaiondo,6,32,17,amenity_school
2024-03-28,3,N10265549875,Otxarkoaga-Txurdinaga,6,24,11,amenity_place_of_worship
2024-03-28,3,N571807591,Abando,6,22,15,railway_subway_entrance
